"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"5954","2015","Hearing","1","3","4"
"2888","2015","Hearing","1","0","1"
"4528","2015","Hearing","1","0","1"
"2848","2015","Hearing","1","2","3"
"4995","2015","Hearing","1","0","1"
"2773","2015","Hearing","5","0","5"
"5276","2015","Hearing","1","0","1"
"2432","2015","Hearing","0","1","1"
"6051","2015","Hearing","2","1","3"
"2818","2015","Hearing","0","1","1"
"4553","2015","Hearing","1","0","1"
"2076","2015","Hearing","2","2","4"
"5045","2015","Hearing","1","0","1"
"2325","2015","Hearing","0","1","1"
"5343","2015","Hearing","3","5","8"
"2304","2015","Hearing","1","0","1"
"6103","2015","Hearing","0","1","1"
"2897","2015","Hearing","0","1","1"
"4603","2015","Hearing","3","0","3"
"2916","2015","Hearing","1","0","1"
"5197","2015","Hearing","1","10","11"
"2841","2015","Hearing","1","3","4"
"5360","2015","Hearing","1","1","2"
"2753","2015","Hearing","1","3","4"
"6169","2015","Hearing","2","0","2"
"2870","2015","Hearing","1","0","1"
"4828","2015","Hearing","1","0","1"
"2090","2015","Hearing","1","0","1"
"5213","2015","Hearing","0","8","8"
"2357","2015","Hearing","1","0","1"
"5376","2015","Hearing","1","0","1"
"2388","2015","Hearing","1","0","1"
"6170","2015","Hearing","2","0","2"
"2899","2015","Hearing","4","8","12"
"4944","2015","Hearing","1","2","3"
"2948","2015","Hearing","1","0","1"
"5313","2015","Hearing","1","0","1"
"2871","2015","Hearing","1","0","1"
"5393","2015","Hearing","0","2","2"
"2819","2015","Hearing","0","1","1"
"6318","2015","Hearing","2","0","2"
"2936","2015","Hearing","0","1","1"
"4962","2015","Hearing","0","1","1"
"2259","2015","Hearing","0","1","1"
"5279","2015","Hearing","0","1","1"
"2427","2015","Hearing","1","0","1"
"5460","2015","Hearing","0","1","1"
"2397","2015","Hearing","3","1","4"
"6371","2015","Hearing","1","0","1"
"2997","2015","Hearing","1","1","2"
"5305","2015","Hearing","1","0","1"
"2939","2015","Hearing","1","0","1"
"5415","2015","Hearing","1","0","1"
"3123","2015","Hearing","1","0","1"
"5461","2015","Hearing","0","1","1"
"2904","2015","Hearing","2","0","2"
"6605","2015","Hearing","1","0","1"
"2985","2015","Hearing","0","1","1"
"5389","2015","Hearing","0","1","1"
"2292","2015","Hearing","1","0","1"
"5472","2015","Hearing","2","0","2"
"2543","2015","Hearing","1","0","1"
"5474","2015","Hearing","1","0","1"
"2440","2015","Hearing","0","1","1"
"6687","2015","Hearing","0","1","1"
"3083","2015","Hearing","3","1","4"
"5396","2015","Hearing","1","0","1"
"2996","2015","Hearing","1","2","3"
"5490","2015","Hearing","0","2","2"
"3164","2015","Hearing","1","3","4"
"5542","2015","Hearing","1","0","1"
"2917","2015","Hearing","1","1","2"
"6738","2015","Hearing","0","1","1"
"2950","2015","Hearing","4","2","6"
"5462","2015","Hearing","1","0","1"
"2408","2015","Hearing","1","0","1"
"5581","2015","Hearing","1","0","1"
"2592","2015","Hearing","1","1","2"
"5561","2015","Hearing","0","1","1"
"2513","2015","Hearing","0","1","1"
"6739","2015","Hearing","6","4","10"
"3124","2015","Hearing","1","0","1"
"5503","2015","Hearing","1","0","1"
"3032","2015","Hearing","1","0","1"
"5606","2015","Hearing","0","1","1"
"3239","2015","Hearing","2","1","3"
"5661","2015","Hearing","0","1","1"
"3002","2015","Hearing","1","0","1"
"6753","2015","Hearing","1","5","6"
"2953","2015","Hearing","3","2","5"
"5512","2015","Hearing","1","0","1"
"2461","2015","Hearing","1","1","2"
"5638","2015","Hearing","1","0","1"
"2609","2015","Hearing","0","1","1"
"5709","2015","Hearing","0","1","1"
"2663","2015","Hearing","2","3","5"
"6756","2015","Hearing","0","1","1"
"3165","2015","Hearing","1","0","1"
"5564","2015","Hearing","0","1","1"
"3082","2015","Hearing","0","1","1"
"5713","2015","Hearing","0","4","4"
"3409","2015","Hearing","1","1","2"
"5710","2015","Hearing","0","1","1"
"3004","2015","Hearing","1","0","1"
"6820","2015","Hearing","12","19","31"
"3171","2015","Hearing","0","1","1"
"5657","2015","Hearing","0","1","1"
"2475","2015","Hearing","1","1","2"
"5754","2015","Hearing","0","2","2"
"2642","2015","Hearing","0","1","1"
"5711","2015","Hearing","1","0","1"
"2756","2015","Hearing","0","1","1"
"6836","2015","Hearing","2","0","2"
"3215","2015","Hearing","6","7","13"
"5739","2015","Hearing","1","0","1"
"3105","2015","Hearing","1","0","1"
"5797","2015","Hearing","0","1","1"
"3509","2015","Hearing","1","0","1"
"5795","2015","Hearing","2","4","6"
"2952","2015","Hearing","1","0","1"
"6838","2015","Hearing","1","2","3"
"3134","2015","Hearing","1","0","1"
"6007","2015","Hearing","2","1","3"
"2509","2015","Hearing","0","1","1"
"5940","2015","Hearing","1","0","1"
"2508","2015","Hearing","1","0","1"
"5808","2015","Hearing","0","1","1"
"2840","2015","Hearing","0","1","1"
"6789","2015","Hearing","0","1","1"
"3217","2015","Hearing","1","2","3"
"6014","2015","Hearing","2","0","2"
"3132","2015","Hearing","0","1","1"
"5963","2015","Hearing","1","0","1"
"3557","2015","Hearing","1","2","3"
"5858","2015","Hearing","5","0","5"
"3102","2015","Hearing","0","1","1"
"6856","2015","Hearing","1","1","2"
"3202","2015","Hearing","0","1","1"
"6139","2015","Hearing","0","1","1"
"2510","2015","Hearing","0","4","4"
"6113","2015","Hearing","1","1","2"
"2693","2015","Hearing","0","1","1"
"5861","2015","Hearing","0","1","1"
"2872","2015","Hearing","2","0","2"
"6955","2015","Hearing","1","1","2"
"3222","2015","Hearing","2","5","7"
"6334","2015","Hearing","0","1","1"
"3139","2015","Hearing","1","0","1"
"6140","2015","Hearing","0","1","1"
"3775","2015","Hearing","0","1","1"
"5862","2015","Hearing","3","1","4"
"3170","2015","Hearing","1","0","1"
"6987","2015","Hearing","1","0","1"
"3488","2015","Hearing","0","1","1"
"6341","2015","Hearing","0","1","1"
"2643","2015","Hearing","1","1","2"
"6172","2015","Hearing","1","0","1"
"2694","2015","Hearing","0","1","1"
"5928","2015","Hearing","3","0","3"
"2881","2015","Hearing","1","2","3"
"7122","2015","Hearing","1","0","1"
"3224","2015","Hearing","2","0","2"
"6407","2015","Hearing","0","1","1"
"3150","2015","Hearing","1","0","1"
"6292","2015","Hearing","3","0","3"
"3807","2015","Hearing","3","4","7"
"5975","2015","Hearing","0","1","1"
"3269","2015","Hearing","0","1","1"
"7189","2015","Hearing","0","1","1"
"3653","2015","Hearing","1","0","1"
"6409","2015","Hearing","1","0","1"
"2660","2015","Hearing","0","2","2"
"6415","2015","Hearing","1","0","1"
"2709","2015","Hearing","1","0","1"
"6193","2015","Hearing","1","0","1"
"3081","2015","Hearing","1","0","1"
"7206","2015","Hearing","1","1","2"
"3233","2015","Hearing","4","2","6"
"6425","2015","Hearing","2","0","2"
"3291","2015","Hearing","1","0","1"
"6417","2015","Hearing","1","0","1"
"3841","2015","Hearing","1","1","2"
"6196","2015","Hearing","1","0","1"
"3271","2015","Hearing","1","2","3"
"7207","2015","Hearing","8","6","14"
"3706","2015","Hearing","2","2","4"
"6307","2015","Hearing","1","1","2"
"2692","2015","Hearing","5","3","8"
"6476","2015","Hearing","1","0","1"
"2725","2015","Hearing","23","11","34"
"6310","2015","Hearing","1","0","1"
"3147","2015","Hearing","1","0","1"
"7239","2015","Hearing","0","1","1"
"3181","2015","Hearing","1","1","2"
"6457","2015","Hearing","2","3","5"
"3691","2015","Hearing","2","1","3"
"6508","2015","Hearing","1","0","1"
"3977","2015","Hearing","2","2","4"
"6328","2015","Hearing","0","1","1"
"3305","2015","Hearing","0","1","1"
"7256","2015","Hearing","0","1","1"
"3769","2015","Hearing","1","0","1"
"6516","2015","Hearing","1","1","2"
"2760","2015","Hearing","2","3","5"
"6565","2015","Hearing","1","0","1"
"2859","2015","Hearing","2","0","2"
"6344","2015","Hearing","1","0","1"
"3324","2015","Hearing","0","1","1"
"7271","2015","Hearing","2","2","4"
"3283","2015","Hearing","0","2","2"
"6559","2015","Hearing","1","0","1"
"3741","2015","Hearing","1","0","1"
"6592","2015","Hearing","0","1","1"
"4091","2015","Hearing","2","3","5"
"6596","2015","Hearing","0","2","2"
"3452","2015","Hearing","1","0","1"
"7438","2015","Hearing","0","1","1"
"3786","2015","Hearing","7","6","13"
"6609","2015","Hearing","11","22","33"
"2876","2015","Hearing","2","3","5"
"6601","2015","Hearing","4","6","10"
"2909","2015","Hearing","3","1","4"
"6611","2015","Hearing","6","7","13"
"3499","2015","Hearing","2","0","2"
"7404","2015","Hearing","0","2","2"
"3290","2015","Hearing","1","0","1"
"6625","2015","Hearing","1","1","2"
"3791","2015","Hearing","2","1","3"
"6640","2015","Hearing","2","1","3"
"4141","2015","Hearing","1","0","1"
"6612","2015","Hearing","0","2","2"
"3454","2015","Hearing","2","0","2"
"7790","2015","Hearing","2","0","2"
"3788","2015","Hearing","1","0","1"
"6643","2015","Hearing","2","4","6"
"2894","2015","Hearing","0","1","1"
"6692","2015","Hearing","1","1","2"
"3077","2015","Hearing","2","1","3"
"6663","2015","Hearing","0","1","1"
"3583","2015","Hearing","1","0","1"
"7808","2015","Hearing","1","1","2"
"3306","2015","Hearing","2","2","4"
"6716","2015","Hearing","1","0","1"
"3818","2015","Hearing","1","1","2"
"6751","2015","Hearing","1","4","5"
"4216","2015","Hearing","1","0","1"
"6696","2015","Hearing","1","0","1"
"3519","2015","Hearing","1","2","3"
"7856","2015","Hearing","1","0","1"
"3789","2015","Hearing","3","0","3"
"6698","2015","Hearing","1","0","1"
"2942","2015","Hearing","1","0","1"
"6899","2015","Hearing","3","2","5"
"3128","2015","Hearing","1","0","1"
"6731","2015","Hearing","0","3","3"
"3617","2015","Hearing","1","0","1"
"7976","2015","Hearing","0","1","1"
"3317","2015","Hearing","2","1","3"
"6752","2015","Hearing","1","0","1"
"3827","2015","Hearing","1","1","2"
"6994","2015","Hearing","0","1","1"
"4225","2015","Hearing","1","2","3"
"6881","2015","Hearing","0","2","2"
"3553","2015","Hearing","1","0","1"
"8041","2015","Hearing","1","1","2"
"3805","2015","Hearing","1","0","1"
"6841","2015","Hearing","1","1","2"
"2994","2015","Hearing","0","1","1"
"7049","2015","Hearing","1","2","3"
"3145","2015","Hearing","2","0","2"
"6979","2015","Hearing","2","1","3"
"3660","2015","Hearing","1","0","1"
"8290","2015","Hearing","0","1","1"
"3408","2015","Hearing","1","0","1"
"6850","2015","Hearing","0","2","2"
"3857","2015","Hearing","1","2","3"
"7117","2015","Hearing","1","0","1"
"4309","2015","Hearing","1","0","1"
"6981","2015","Hearing","1","0","1"
"3589","2015","Hearing","1","0","1"
"8358","2015","Hearing","1","0","1"
"3820","2015","Hearing","1","0","1"
"6882","2015","Hearing","0","3","3"
"3011","2015","Hearing","1","1","2"
"7124","2015","Hearing","1","0","1"
"3161","2015","Hearing","1","0","1"
"7029","2015","Hearing","1","0","1"
"3674","2015","Hearing","1","1","2"
"8427","2015","Hearing","0","2","2"
"3376","2015","Hearing","0","1","1"
"7002","2015","Hearing","1","1","2"
"3943","2015","Hearing","1","0","1"
"7126","2015","Hearing","0","1","1"
"4336","2015","Hearing","0","1","1"
"7065","2015","Hearing","1","0","1"
"3604","2015","Hearing","1","0","1"
"8759","2015","Hearing","0","1","1"
"3823","2015","Hearing","1","2","3"
"7011","2015","Hearing","7","6","13"
"3028","2015","Hearing","1","0","1"
"7151","2015","Hearing","1","2","3"
"3277","2015","Hearing","2","0","2"
"7080","2015","Hearing","1","0","1"
"3726","2015","Hearing","1","1","2"
"9044","2015","Hearing","0","2","2"
"3508","2015","Hearing","1","0","1"
"7059","2015","Hearing","0","1","1"
"4034","2015","Hearing","7","5","12"
"7167","2015","Hearing","1","0","1"
"4393","2015","Hearing","1","1","2"
"7095","2015","Hearing","1","0","1"
"3636","2015","Hearing","2","0","2"
"7219","2015","Hearing","1","3","4"
"4040","2015","Hearing","0","1","1"
"7061","2015","Hearing","1","0","1"
"3076","2015","Hearing","2","0","2"
"7242","2015","Hearing","0","1","1"
"3243","2015","Hearing","1","0","1"
"7146","2015","Hearing","0","2","2"
"3733","2015","Hearing","0","1","1"
"7251","2015","Hearing","0","1","1"
"3576","2015","Hearing","1","1","2"
"7091","2015","Hearing","1","0","1"
"4066","2015","Hearing","1","0","1"
"7344","2015","Hearing","0","1","1"
"4484","2015","Hearing","1","4","5"
"7165","2015","Hearing","2","0","2"
"3656","2015","Hearing","0","2","2"
"7360","2015","Hearing","0","1","1"
"4053","2015","Hearing","0","2","2"
"7150","2015","Hearing","1","1","2"
"3178","2015","Hearing","0","1","1"
"7435","2015","Hearing","1","0","1"
"3412","2015","Hearing","1","1","2"
"7231","2015","Hearing","0","1","1"
"3815","2015","Hearing","2","0","2"
"7476","2015","Hearing","1","0","1"
"3635","2015","Hearing","0","2","2"
"7193","2015","Hearing","0","1","1"
"4084","2015","Hearing","0","1","1"
"7628","2015","Hearing","2","3","5"
"4536","2015","Hearing","1","0","1"
"7599","2015","Hearing","2","2","4"
"3754","2015","Hearing","3","2","5"
"7442","2015","Hearing","1","0","1"
"4087","2015","Hearing","1","2","3"
"7166","2015","Hearing","3","1","4"
"3263","2015","Hearing","0","3","3"
"7819","2015","Hearing","1","0","1"
"3560","2015","Hearing","7","6","13"
"7665","2015","Hearing","3","1","4"
"3824","2015","Hearing","2","0","2"
"8019","2015","Hearing","0","2","2"
"3640","2015","Hearing","0","1","1"
"7168","2015","Hearing","1","3","4"
"4118","2015","Hearing","4","5","9"
"8380","2015","Hearing","0","3","3"
"4620","2015","Hearing","2","0","2"
"8101","2015","Hearing","0","13","13"
"3837","2015","Hearing","4","2","6"
"8398","2015","Hearing","1","0","1"
"4089","2015","Hearing","1","3","4"
"7268","2015","Hearing","1","1","2"
"3295","2015","Hearing","4","0","4"
"8839","2015","Hearing","0","1","1"
"3563","2015","Hearing","12","15","27"
"8118","2015","Hearing","1","3","4"
"3944","2015","Hearing","3","1","4"
"8864","2015","Hearing","0","1","1"
"3642","2015","Hearing","1","1","2"
"7270","2015","Hearing","1","0","1"
"4125","2015","Hearing","3","0","3"
"8866","2015","Hearing","0","1","1"
"4677","2015","Hearing","1","0","1"
"8334","2015","Hearing","0","1","1"
"3853","2015","Hearing","2","0","2"
"7284","2015","Hearing","1","0","1"
"4107","2015","Hearing","8","5","13"
"8368","2015","Hearing","0","1","1"
"3396","2015","Hearing","1","0","1"
"7695","2015","Hearing","1","4","5"
"3664","2015","Hearing","3","3","6"
"8352","2015","Hearing","0","1","1"
"4017","2015","Hearing","0","1","1"
"7804","2015","Hearing","0","1","1"
"3665","2015","Hearing","12","8","20"
"9003","2015","Hearing","1","0","1"
"4152","2015","Hearing","2","3","5"
"8197","2015","Hearing","1","0","1"
"4704","2015","Hearing","3","2","5"
"9103","2015","Hearing","6","2","8"
"3889","2015","Hearing","1","0","1"
"8272","2015","Hearing","1","0","1"
"4120","2015","Hearing","1","0","1"
"8665","2015","Hearing","0","2","2"
"3445","2015","Hearing","0","1","1"
"8797","2015","Hearing","0","1","1"
"3612","2015","Hearing","2","4","6"
"4051","2015","Hearing","0","1","1"
"3658","2015","Hearing","0","1","1"
"4243","2015","Hearing","2","0","2"
"4961","2015","Hearing","1","1","2"
"3953","2015","Hearing","2","0","2"
"4123","2015","Hearing","0","4","4"
"3446","2015","Hearing","0","2","2"
"3712","2015","Hearing","2","2","4"
"4126","2015","Hearing","7","5","12"
"3735","2015","Hearing","0","5","5"
"4268","2015","Hearing","2","2","4"
"5054","2015","Hearing","3","1","4"
"4039","2015","Hearing","1","0","1"
"4139","2015","Hearing","1","3","4"
"3479","2015","Hearing","1","0","1"
"3778","2015","Hearing","0","1","1"
"4133","2015","Hearing","5","2","7"
"3765","2015","Hearing","1","0","1"
"4293","2015","Hearing","0","1","1"
"5111","2015","Hearing","0","1","1"
"4104","2015","Hearing","0","1","1"
"4154","2015","Hearing","0","1","1"
"3528","2015","Hearing","1","0","1"
"3797","2015","Hearing","1","0","1"
"4135","2015","Hearing","3","2","5"
"3835","2015","Hearing","1","0","1"
"4302","2015","Hearing","1","0","1"
"5127","2015","Hearing","4","2","6"
"4105","2015","Hearing","0","1","1"
"4254","2015","Hearing","1","0","1"
"3378","2015","Hearing","1","0","1"
"3829","2015","Hearing","4","2","6"
"4167","2015","Hearing","2","1","3"
"3860","2015","Hearing","0","1","1"
"4343","2015","Hearing","5","3","8"
"5177","2015","Hearing","1","0","1"
"4122","2015","Hearing","4","1","5"
"4288","2015","Hearing","2","0","2"
"3562","2015","Hearing","2","2","4"
"3830","2015","Hearing","1","0","1"
"4260","2015","Hearing","0","4","4"
"3894","2015","Hearing","0","1","1"
"4345","2015","Hearing","0","1","1"
"5329","2015","Hearing","1","0","1"
"4155","2015","Hearing","1","0","1"
"4291","2015","Hearing","2","2","4"
"3630","2015","Hearing","0","1","1"
"3846","2015","Hearing","1","1","2"
"4267","2015","Hearing","1","1","2"
"3901","2015","Hearing","0","1","1"
"4402","2015","Hearing","3","0","3"
"5281","2015","Hearing","0","1","1"
"4174","2015","Hearing","1","0","1"
"4372","2015","Hearing","0","1","1"
"3631","2015","Hearing","3","2","5"
"3848","2015","Hearing","0","1","1"
"4285","2015","Hearing","2","0","2"
"3949","2015","Hearing","1","1","2"
"4452","2015","Hearing","0","1","1"
"5379","2015","Hearing","1","0","1"
"4188","2015","Hearing","2","1","3"
"4523","2015","Hearing","2","0","2"
"3663","2015","Hearing","5","9","14"
"3897","2015","Hearing","0","2","2"
"4619","2015","Hearing","2","0","2"
"4201","2015","Hearing","3","3","6"
"4454","2015","Hearing","1","1","2"
"5356","2015","Hearing","4","1","5"
"4204","2015","Hearing","1","0","1"
"4524","2015","Hearing","0","1","1"
"3695","2015","Hearing","5","5","10"
"4012","2015","Hearing","1","0","1"
"4626","2015","Hearing","1","0","1"
"4244","2015","Hearing","6","4","10"
