"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"3050","2015","Speech","0","1","1"
"2416","2015","Speech","1","0","1"
"3646","2015","Speech","0","1","1"
"2888","2015","Speech","3","0","3"
"2847","2015","Speech","1","0","1"
"3264","2015","Speech","1","0","1"
"2505","2015","Speech","6","0","6"
"2794","2015","Speech","1","1","2"
"3036","2015","Speech","4","0","4"
"2459","2015","Speech","1","0","1"
"3194","2015","Speech","3","1","4"
"2722","2015","Speech","1","0","1"
"2848","2015","Speech","3","2","5"
"3181","2015","Speech","3","0","3"
"2521","2015","Speech","0","1","1"
"2799","2015","Speech","2","0","2"
"2909","2015","Speech","3","4","7"
"2341","2015","Speech","3","6","9"
"3212","2015","Speech","1","0","1"
"2654","2015","Speech","1","1","2"
"3082","2015","Speech","3","2","5"
"3164","2015","Speech","1","1","2"
"2637","2015","Speech","9","10","19"
"2751","2015","Speech","1","0","1"
"3000","2015","Speech","2","0","2"
"2373","2015","Speech","1","0","1"
"3178","2015","Speech","1","0","1"
"2703","2015","Speech","0","1","1"
"3132","2015","Speech","2","1","3"
"3062","2015","Speech","0","1","1"
"2436","2015","Speech","1","0","1"
"2690","2015","Speech","1","0","1"
"2866","2015","Speech","1","0","1"
"2057","2015","Speech","2","1","3"
"3058","2015","Speech","1","0","1"
"2487","2015","Speech","1","0","1"
"2947","2015","Speech","1","1","2"
"2748","2015","Speech","0","1","1"
"2739","2015","Speech","1","0","1"
"2658","2015","Speech","0","1","1"
"2702","2015","Speech","0","5","5"
"2175","2015","Speech","2","0","2"
"2833","2015","Speech","0","2","2"
"2454","2015","Speech","0","2","2"
"2712","2015","Speech","1","0","1"
"2427","2015","Speech","1","0","1"
"2222","2015","Speech","1","5","6"
"2374","2015","Speech","6","5","11"
"2777","2015","Speech","2","0","2"
"1782","2015","Speech","0","1","1"
"2842","2015","Speech","0","1","1"
"2456","2015","Speech","2","0","2"
"2697","2015","Speech","1","0","1"
"2597","2015","Speech","2","0","2"
"1871","2015","Speech","0","1","1"
"2324","2015","Speech","1","0","1"
"2743","2015","Speech","1","0","1"
"1621","2015","Speech","1","1","2"
"2876","2015","Speech","2","0","2"
"2405","2015","Speech","3","2","5"
"2461","2015","Speech","1","0","1"
"2397","2015","Speech","3","0","3"
"1902","2015","Speech","1","0","1"
"2317","2015","Speech","1","0","1"
"2752","2015","Speech","2","0","2"
"1839","2015","Speech","12","1","13"
"2644","2015","Speech","6","4","10"
"2389","2015","Speech","1","0","1"
"2631","2015","Speech","1","6","7"
"2379","2015","Speech","1","0","1"
"1903","2015","Speech","1","0","1"
"1915","2015","Speech","0","1","1"
"2509","2015","Speech","3","1","4"
"1841","2015","Speech","0","3","3"
"2694","2015","Speech","2","1","3"
"2272","2015","Speech","0","1","1"
"2313","2015","Speech","0","3","3"
"2444","2015","Speech","1","0","1"
"1819","2015","Speech","0","1","1"
"1922","2015","Speech","3","0","3"
"2473","2015","Speech","2","0","2"
"1732","2015","Speech","1","0","1"
"2508","2015","Speech","0","1","1"
"2288","2015","Speech","1","0","1"
"2262","2015","Speech","42","52","94"
"2112","2015","Speech","1","1","2"
"1834","2015","Speech","2","1","3"
"2224","2015","Speech","0","1","1"
"2384","2015","Speech","2","0","2"
"1823","2015","Speech","1","3","4"
"2510","2015","Speech","5","0","5"
"2305","2015","Speech","2","0","2"
"2263","2015","Speech","1","0","1"
"2076","2015","Speech","2","2","4"
"1837","2015","Speech","5","8","13"
"2176","2015","Speech","1","0","1"
"2391","2015","Speech","1","0","1"
"1875","2015","Speech","0","1","1"
"2601","2015","Speech","1","0","1"
"2221","2015","Speech","0","1","1"
"2294","2015","Speech","3","2","5"
"2277","2015","Speech","0","1","1"
"1851","2015","Speech","0","4","4"
"2056","2015","Speech","1","5","6"
"2434","2015","Speech","2","0","2"
"1587","2015","Speech","1","0","1"
"2424","2015","Speech","0","2","2"
"2118","2015","Speech","0","1","1"
"2362","2015","Speech","1","0","1"
"1910","2015","Speech","1","1","2"
"1920","2015","Speech","0","1","1"
"2072","2015","Speech","1","0","1"
"2441","2015","Speech","1","0","1"
"1512","2015","Speech","5","0","5"
"2190","2015","Speech","1","0","1"
"2102","2015","Speech","1","2","3"
"2346","2015","Speech","2","0","2"
"1877","2015","Speech","0","1","1"
"1620","2015","Speech","0","1","1"
"1938","2015","Speech","2","1","3"
"2457","2015","Speech","1","0","1"
"1462","2015","Speech","2","0","2"
"2367","2015","Speech","4","3","7"
"2168","2015","Speech","1","0","1"
"2347","2015","Speech","1","0","1"
"1895","2015","Speech","1","0","1"
"1685","2015","Speech","1","2","3"
"1940","2015","Speech","0","17","17"
"2348","2015","Speech","1","0","1"
"1437","2015","Speech","3","2","5"
"1874","2015","Speech","1","0","1"
"2137","2015","Speech","1","0","1"
"1960","2015","Speech","1","1","2"
"1943","2015","Speech","3","0","3"
"1517","2015","Speech","6","11","17"
"1833","2015","Speech","1","0","1"
"2325","2015","Speech","2","0","2"
"1423","2015","Speech","1","0","1"
"1931","2015","Speech","4","1","5"
"2052","2015","Speech","1","0","1"
"1944","2015","Speech","0","1","1"
"1843","2015","Speech","1","0","1"
"1569","2015","Speech","1","0","1"
"1799","2015","Speech","0","2","2"
"2293","2015","Speech","3","0","3"
"1373","2015","Speech","3","3","6"
"1847","2015","Speech","0","6","6"
"1921","2015","Speech","3","0","3"
"1911","2015","Speech","1","3","4"
"1795","2015","Speech","4","2","6"
"1753","2015","Speech","0","1","1"
"1806","2015","Speech","3","2","5"
"2309","2015","Speech","0","1","1"
"1264","2015","Speech","1","0","1"
"1865","2015","Speech","1","0","1"
"1818","2015","Speech","0","1","1"
"1792","2015","Speech","0","1","1"
"1809","2015","Speech","1","0","1"
"1770","2015","Speech","3","5","8"
"1788","2015","Speech","1","0","1"
"2055","2015","Speech","0","1","1"
"1355","2015","Speech","1","0","1"
"1774","2015","Speech","0","1","1"
"1769","2015","Speech","8","2","10"
"1793","2015","Speech","1","0","1"
"1810","2015","Speech","2","0","2"
"1418","2015","Speech","5","1","6"
"1765","2015","Speech","5","1","6"
"2259","2015","Speech","1","0","1"
"1362","2015","Speech","1","0","1"
"1790","2015","Speech","10","9","19"
"1637","2015","Speech","1","0","1"
"1742","2015","Speech","1","0","1"
"1709","2015","Speech","0","1","1"
"1366","2015","Speech","0","2","2"
"1681","2015","Speech","2","1","3"
"1907","2015","Speech","0","1","1"
"1146","2015","Speech","1","0","1"
"1622","2015","Speech","1","0","1"
"1750","2015","Speech","1","0","1"
"1743","2015","Speech","2","0","2"
"1595","2015","Speech","1","0","1"
"1269","2015","Speech","1","1","2"
"1688","2015","Speech","1","0","1"
"1955","2015","Speech","2","0","2"
"1189","2015","Speech","1","0","1"
"1640","2015","Speech","0","1","1"
"1603","2015","Speech","0","1","1"
"1608","2015","Speech","8","9","17"
"1726","2015","Speech","2","0","2"
"1217","2015","Speech","0","1","1"
"1613","2015","Speech","2","1","3"
"1850","2015","Speech","37","54","91"
"921","2015","Speech","0","3","3"
"1722","2015","Speech","1","0","1"
"1568","2015","Speech","2","2","4"
"1610","2015","Speech","0","1","1"
"1460","2015","Speech","1","0","1"
"1169","2015","Speech","1","0","1"
"1465","2015","Speech","1","0","1"
"1523","2015","Speech","1","0","1"
"953","2015","Speech","1","0","1"
"1731","2015","Speech","1","0","1"
"1584","2015","Speech","2","3","5"
"1611","2015","Speech","1","2","3"
"1510","2015","Speech","1","1","2"
"1067","2015","Speech","2","1","3"
"1431","2015","Speech","1","0","1"
"1721","2015","Speech","0","1","1"
"1014","2015","Speech","1","0","1"
"1449","2015","Speech","3","4","7"
"1586","2015","Speech","1","1","2"
"1592","2015","Speech","2","0","2"
"1576","2015","Speech","4","0","4"
"1032","2015","Speech","1","0","1"
"1438","2015","Speech","1","0","1"
"1746","2015","Speech","0","1","1"
"1055","2015","Speech","0","1","1"
"1474","2015","Speech","3","4","7"
"1434","2015","Speech","1","3","4"
"1594","2015","Speech","3","5","8"
"1443","2015","Speech","0","1","1"
"898","2015","Speech","1","0","1"
"1413","2015","Speech","0","2","2"
"1616","2015","Speech","1","0","1"
"1080","2015","Speech","0","1","1"
"1481","2015","Speech","4","0","4"
"1551","2015","Speech","1","0","1"
"1442","2015","Speech","1","0","1"
"1444","2015","Speech","3","1","4"
"948","2015","Speech","1","0","1"
"1390","2015","Speech","0","1","1"
"1566","2015","Speech","1","0","1"
"1128","2015","Speech","1","0","1"
"1513","2015","Speech","11","4","15"
"1416","2015","Speech","6","6","12"
"1459","2015","Speech","1","0","1"
"1277","2015","Speech","0","1","1"
"831","2015","Speech","0","1","1"
"1197","2015","Speech","1","1","2"
"1562","2015","Speech","1","0","1"
"878","2015","Speech","1","1","2"
"1515","2015","Speech","3","5","8"
"1351","2015","Speech","1","0","1"
"1361","2015","Speech","1","1","2"
"1291","2015","Speech","1","0","1"
"833","2015","Speech","0","1","1"
"1365","2015","Speech","0","1","1"
"1464","2015","Speech","1","0","1"
"880","2015","Speech","0","1","1"
"1388","2015","Speech","1","0","1"
"1369","2015","Speech","4","1","5"
"1325","2015","Speech","1","0","1"
"1344","2015","Speech","1","0","1"
"701","2015","Speech","1","0","1"
"1163","2015","Speech","0","1","1"
"1482","2015","Speech","4","4","8"
"819","2015","Speech","1","0","1"
"1370","2015","Speech","1","0","1"
"1383","2015","Speech","0","1","1"
"1326","2015","Speech","2","1","3"
"892","2015","Speech","2","0","2"
"733","2015","Speech","1","0","1"
"1220","2015","Speech","1","0","1"
"1405","2015","Speech","0","1","1"
"787","2015","Speech","0","2","2"
"1372","2015","Speech","3","3","6"
"1334","2015","Speech","0","1","1"
"1375","2015","Speech","1","0","1"
"824","2015","Speech","0","1","1"
"550","2015","Speech","1","0","1"
"1322","2015","Speech","1","0","1"
"1448","2015","Speech","3","1","4"
"287","2015","Speech","1","0","1"
"1104","2015","Speech","0","1","1"
"1317","2015","Speech","1","0","1"
"1409","2015","Speech","1","3","4"
"1010","2015","Speech","0","1","1"
"565","2015","Speech","1","1","2"
"861","2015","Speech","1","0","1"
"1187","2015","Speech","1","0","1"
"510","2015","Speech","0","1","1"
"1188","2015","Speech","5","6","11"
"1185","2015","Speech","2","2","4"
"1177","2015","Speech","1","3","4"
"1058","2015","Speech","2","0","2"
"514","2015","Speech","1","1","2"
"879","2015","Speech","1","0","1"
"1148","2015","Speech","1","0","1"
"546","2015","Speech","0","1","1"
"1345","2015","Speech","1","1","2"
"1202","2015","Speech","1","0","1"
"1160","2015","Speech","2","2","4"
"1193","2015","Speech","4","4","8"
"232","2015","Speech","1","0","1"
"872","2015","Speech","1","1","2"
"1171","2015","Speech","14","5","19"
"162","2015","Speech","1","1","2"
"961","2015","Speech","1","0","1"
"1083","2015","Speech","0","1","1"
"1260","2015","Speech","0","1","1"
"1126","2015","Speech","0","1","1"
"181","2015","Speech","0","1","1"
"927","2015","Speech","1","1","2"
"1062","2015","Speech","1","3","4"
"119","2015","Speech","0","1","1"
"679","2015","Speech","0","2","2"
"899","2015","Speech","0","1","1"
"991","2015","Speech","0","1","1"
"639","2015","Speech","1","0","1"
"149","2015","Speech","1","0","1"
"904","2015","Speech","2","4","6"
"1071","2015","Speech","0","1","1"
"128","2015","Speech","1","0","1"
"713","2015","Speech","1","1","2"
"832","2015","Speech","1","0","1"
"957","2015","Speech","1","0","1"
"673","2015","Speech","1","0","1"
"164","2015","Speech","1","0","1"
"811","2015","Speech","2","0","2"
"1328","2015","Speech","1","0","1"
"353","2015","Speech","1","0","1"
"554","2015","Speech","2","0","2"
"885","2015","Speech","1","1","2"
"959","2015","Speech","2","0","2"
"559","2015","Speech","0","1","1"
"15","2015","Speech","1","0","1"
"822","2015","Speech","1","0","1"
"930","2015","Speech","1","0","1"
"360","2015","Speech","0","7","7"
"459","2015","Speech","1","1","2"
"767","2015","Speech","0","1","1"
"1060","2015","Speech","2","0","2"
"556","2015","Speech","1","0","1"
"82","2015","Speech","1","0","1"
"563","2015","Speech","1","1","2"
"905","2015","Speech","1","0","1"
"328","2015","Speech","0","1","1"
"486","2015","Speech","1","0","1"
"714","2015","Speech","0","1","1"
"1127","2015","Speech","0","1","1"
"557","2015","Speech","1","0","1"
"536","2015","Speech","0","1","1"
"552","2015","Speech","2","0","2"
"846","2015","Speech","1","0","1"
"187","2015","Speech","1","1","2"
"145","2015","Speech","2","0","2"
"547","2015","Speech","1","3","4"
"1108","2015","Speech","1","0","1"
"406","2015","Speech","1","0","1"
"279","2015","Speech","0","1","1"
"697","2015","Speech","1","0","1"
"855","2015","Speech","0","1","1"
"253","2015","Speech","1","0","1"
"923","2015","Speech","3","0","3"
"614","2015","Speech","0","1","1"
"735","2015","Speech","0","1","1"
"271","2015","Speech","2","0","2"
"910","2015","Speech","0","1","1"
"493","2015","Speech","1","0","1"
"744","2015","Speech","1","0","1"
"275","2015","Speech","1","0","1"
"841","2015","Speech","0","1","1"
"29","2015","Speech","2","0","2"
"560","2015","Speech","3","1","4"
"258","2015","Speech","1","0","1"
"825","2015","Speech","0","1","1"
"379","2015","Speech","1","1","2"
"562","2015","Speech","2","0","2"
"154","2015","Speech","0","1","1"
"675","2015","Speech","0","1","1"
"13","2015","Speech","1","0","1"
"628","2015","Speech","1","0","1"
"384","2015","Speech","2","0","2"
"758","2015","Speech","1","0","1"
"179","2015","Speech","1","0","1"
"637","2015","Speech","1","1","2"
"268","2015","Speech","1","0","1"
"791","2015","Speech","3","2","5"
"264","2015","Speech","1","0","1"
"780","2015","Speech","0","1","1"
"184","2015","Speech","1","0","1"
"558","2015","Speech","3","0","3"
"296","2015","Speech","1","1","2"
"835","2015","Speech","0","3","3"
"282","2015","Speech","0","1","1"
"458","2015","Speech","0","1","1"
"821","2015","Speech","1","0","1"
"523","2015","Speech","1","0","1"
"371","2015","Speech","0","1","1"
"524","2015","Speech","0","1","1"
"503","2015","Speech","1","0","1"
"71","2015","Speech","2","1","3"
"435","2015","Speech","1","0","1"
"73","2015","Speech","3","3","6"
"444","2015","Speech","1","0","1"
"123","2015","Speech","1","1","2"
"446","2015","Speech","1","1","2"
"138","2015","Speech","0","1","1"
"178","2015","Speech","1","1","2"
"139","2015","Speech","1","0","1"
"1","2015","Speech","0","1","1"
"157","2015","Speech","1","1","2"
"87","2015","Speech","1","0","1"
"291","2015","Speech","0","1","1"
"358","2015","Speech","1","0","1"
"390","2015","Speech","2","0","2"
"255","2015","Speech","1","0","1"
"82","2015","Visual","1","1","2"
"277","2015","Visual","1","1","2"
"123","2015","Visual","2","0","2"
"67","2015","Visual","0","1","1"
"1","2015","Visual","1","0","1"
"296","2015","Visual","1","1","2"
"111","2015","Visual","1","1","2"
"118","2015","Visual","0","1","1"
"234","2015","Visual","1","0","1"
"191","2015","Visual","2","3","5"
"142","2015","Visual","1","1","2"
"280","2015","Visual","0","2","2"
"21","2015","Visual","0","1","1"
"284","2015","Visual","4","3","7"
"86","2015","Visual","1","0","1"
"258","2015","Visual","3","1","4"
"133","2015","Visual","0","1","1"
"368","2015","Visual","4","0","4"
"458","2015","Visual","1","0","1"
"249","2015","Visual","1","0","1"
"628","2015","Visual","1","0","1"
"269","2015","Visual","4","2","6"
"243","2015","Visual","0","3","3"
"84","2015","Visual","0","1","1"
"431","2015","Visual","1","0","1"
"523","2015","Visual","0","2","2"
"557","2015","Visual","3","1","4"
"271","2015","Visual","2","1","3"
"803","2015","Visual","1","0","1"
"264","2015","Visual","0","1","1"
"270","2015","Visual","1","1","2"
"172","2015","Visual","0","1","1"
"799","2015","Visual","1","0","1"
"486","2015","Visual","1","0","1"
"741","2015","Visual","1","0","1"
"217","2015","Visual","1","0","1"
"889","2015","Visual","3","0","3"
"87","2015","Visual","1","0","1"
"388","2015","Visual","1","1","2"
"154","2015","Visual","0","1","1"
"667","2015","Visual","10","0","10"
"543","2015","Visual","0","1","1"
"1160","2015","Visual","1","0","1"
"276","2015","Visual","1","0","1"
"898","2015","Visual","2","0","2"
"114","2015","Visual","0","1","1"
"436","2015","Visual","0","2","2"
"259","2015","Visual","0","1","1"
"718","2015","Visual","1","0","1"
"79","2015","Visual","1","0","1"
"1326","2015","Visual","1","0","1"
"283","2015","Visual","0","1","1"
"923","2015","Visual","1","0","1"
"162","2015","Visual","0","1","1"
"393","2015","Visual","1","0","1"
"343","2015","Visual","0","1","1"
"733","2015","Visual","2","1","3"
"792","2015","Visual","2","0","2"
"1292","2015","Visual","0","1","1"
"37","2015","Visual","1","0","1"
"839","2015","Visual","2","0","2"
"115","2015","Visual","0","3","3"
"397","2015","Visual","2","1","3"
"122","2015","Visual","2","1","3"
"584","2015","Visual","0","1","1"
"227","2015","Visual","2","1","3"
"1362","2015","Visual","0","1","1"
"297","2015","Visual","2","2","4"
"1096","2015","Visual","0","1","1"
"385","2015","Visual","1","0","1"
"497","2015","Visual","1","0","1"
"345","2015","Visual","1","0","1"
"348","2015","Visual","1","0","1"
"1208","2015","Visual","1","0","1"
"1378","2015","Visual","0","1","1"
"485","2015","Visual","0","1","1"
"1055","2015","Visual","0","1","1"
"16","2015","Visual","0","1","1"
"595","2015","Visual","1","0","1"
"475","2015","Visual","0","1","1"
"448","2015","Visual","1","0","1"
"252","2015","Visual","27","23","50"
"1409","2015","Visual","3","1","4"
"549","2015","Visual","1","0","1"
"1366","2015","Visual","0","1","1"
"394","2015","Visual","2","1","3"
"770","2015","Visual","0","2","2"
"836","2015","Visual","0","1","1"
"882","2015","Visual","1","1","2"
"1259","2015","Visual","2","1","3"
"1461","2015","Visual","1","0","1"
"605","2015","Visual","0","1","1"
"1330","2015","Visual","2","0","2"
"66","2015","Visual","1","0","1"
"895","2015","Visual","2","0","2"
"625","2015","Visual","1","1","2"
"869","2015","Visual","2","0","2"
"177","2015","Visual","1","0","1"
"1442","2015","Visual","1","1","2"
"464","2015","Visual","1","0","1"
"1450","2015","Visual","1","1","2"
"510","2015","Visual","1","2","3"
"904","2015","Visual","1","1","2"
"806","2015","Visual","2","0","2"
"936","2015","Visual","1","1","2"
"994","2015","Visual","0","2","2"
"1444","2015","Visual","3","3","6"
"1062","2015","Visual","1","0","1"
"1550","2015","Visual","3","1","4"
"833","2015","Visual","1","0","1"
"1004","2015","Visual","1","0","1"
"826","2015","Visual","1","0","1"
"1202","2015","Visual","1","0","1"
"772","2015","Visual","1","0","1"
"1561","2015","Visual","2","1","3"
"481","2015","Visual","1","0","1"
"1457","2015","Visual","1","1","2"
"519","2015","Visual","0","1","1"
"988","2015","Visual","0","1","1"
"820","2015","Visual","1","0","1"
"1083","2015","Visual","2","2","4"
"1009","2015","Visual","1","1","2"
"1576","2015","Visual","1","1","2"
"896","2015","Visual","1","0","1"
"1580","2015","Visual","4","2","6"
"834","2015","Visual","4","0","4"
"929","2015","Visual","2","2","4"
"859","2015","Visual","1","0","1"
"1436","2015","Visual","0","1","1"
"645","2015","Visual","1","2","3"
"1493","2015","Visual","2","1","3"
"582","2015","Visual","0","1","1"
"1589","2015","Visual","0","1","1"
"737","2015","Visual","1","0","1"
"1329","2015","Visual","1","0","1"
"906","2015","Visual","6","0","6"
"1386","2015","Visual","1","0","1"
"910","2015","Visual","1","0","1"
"1512","2015","Visual","4","0","4"
"830","2015","Visual","2","0","2"
"1575","2015","Visual","0","2","2"
"1133","2015","Visual","1","0","1"
"1379","2015","Visual","1","0","1"
"941","2015","Visual","2","1","3"
"1504","2015","Visual","2","0","2"
"831","2015","Visual","0","1","1"
"1511","2015","Visual","2","0","2"
"735","2015","Visual","1","0","1"
"1648","2015","Visual","1","0","1"
"905","2015","Visual","1","0","1"
"1356","2015","Visual","1","0","1"
"1054","2015","Visual","24","13","37"
"1601","2015","Visual","0","1","1"
"825","2015","Visual","0","1","1"
"1713","2015","Visual","0","2","2"
"855","2015","Visual","2","1","3"
"1823","2015","Visual","4","0","4"
"1335","2015","Visual","1","0","1"
"1363","2015","Visual","2","0","2"
"1074","2015","Visual","1","2","3"
"1620","2015","Visual","2","2","4"
"797","2015","Visual","0","1","1"
"1676","2015","Visual","0","1","1"
"800","2015","Visual","1","0","1"
"1839","2015","Visual","5","2","7"
"921","2015","Visual","1","0","1"
"1372","2015","Visual","1","4","5"
"1333","2015","Visual","1","0","1"
"1837","2015","Visual","3","7","10"
"827","2015","Visual","2","2","4"
"1610","2015","Visual","1","0","1"
"1323","2015","Visual","1","0","1"
"1841","2015","Visual","6","6","12"
"1269","2015","Visual","1","0","1"
"1490","2015","Visual","0","1","1"
"1058","2015","Visual","5","1","6"
"1753","2015","Visual","2","0","2"
"915","2015","Visual","0","1","1"
"1927","2015","Visual","0","3","3"
"949","2015","Visual","1","1","2"
"1784","2015","Visual","3","3","6"
"887","2015","Visual","1","1","2"
"1506","2015","Visual","0","1","1"
"1297","2015","Visual","1","0","1"
"1770","2015","Visual","8","7","15"
"858","2015","Visual","4","1","5"
"1930","2015","Visual","1","1","2"
"1223","2015","Visual","2","0","2"
"1834","2015","Visual","2","1","3"
"1353","2015","Visual","0","1","1"
"1549","2015","Visual","1","0","1"
"974","2015","Visual","1","0","1"
"1818","2015","Visual","3","3","6"
"1056","2015","Visual","0","1","1"
"1894","2015","Visual","1","0","1"
"932","2015","Visual","1","0","1"
"1875","2015","Visual","1","1","2"
"1114","2015","Visual","1","1","2"
"1563","2015","Visual","1","3","4"
"1438","2015","Visual","0","19","19"
"1918","2015","Visual","3","0","3"
"1359","2015","Visual","2","0","2"
"1843","2015","Visual","1","2","3"
"1216","2015","Visual","0","2","2"
"1916","2015","Visual","1","1","2"
"1418","2015","Visual","2","0","2"
"1474","2015","Visual","0","2","2"
"1008","2015","Visual","0","1","1"
"1921","2015","Visual","6","0","6"
"1097","2015","Visual","0","1","1"
"1897","2015","Visual","1","0","1"
"1001","2015","Visual","0","1","1"
"1941","2015","Visual","1","1","2"
"1373","2015","Visual","0","1","1"
"1440","2015","Visual","0","1","1"
"1399","2015","Visual","0","1","1"
"2052","2015","Visual","1","2","3"
"1375","2015","Visual","0","1","1"
"1911","2015","Visual","7","4","11"
"1416","2015","Visual","4","2","6"
"1943","2015","Visual","0","1","1"
"1536","2015","Visual","0","1","1"
"1658","2015","Visual","0","1","1"
"1277","2015","Visual","2","2","4"
"2155","2015","Visual","1","0","1"
"1322","2015","Visual","1","1","2"
"2261","2015","Visual","1","0","1"
"1066","2015","Visual","0","1","1"
"2068","2015","Visual","0","1","1"
"1446","2015","Visual","1","0","1"
"1599","2015","Visual","2","0","2"
"1497","2015","Visual","1","0","1"
"2355","2015","Visual","1","0","1"
"1594","2015","Visual","2","3","5"
"2179","2015","Visual","1","0","1"
"1448","2015","Visual","0","1","1"
"2175","2015","Visual","0","1","1"
"1400","2015","Visual","12","8","20"
"1565","2015","Visual","2","1","3"
"1328","2015","Visual","1","2","3"
"2404","2015","Visual","1","0","1"
"1249","2015","Visual","0","1","1"
"2431","2015","Visual","1","0","1"
"1317","2015","Visual","0","1","1"
"2184","2015","Visual","1","0","1"
"1566","2015","Visual","1","0","1"
"1581","2015","Visual","1","0","1"
"1522","2015","Visual","3","4","7"
"2405","2015","Visual","1","0","1"
"1627","2015","Visual","1","0","1"
"2413","2015","Visual","0","1","1"
"1439","2015","Visual","1","0","1"
"2125","2015","Visual","1","0","1"
"1568","2015","Visual","1","2","3"
"1613","2015","Visual","1","1","2"
"1325","2015","Visual","1","1","2"
"2504","2015","Visual","1","1","2"
"1388","2015","Visual","2","8","10"
"2815","2015","Visual","1","0","1"
"1334","2015","Visual","1","0","1"
"2275","2015","Visual","2","0","2"
"1489","2015","Visual","0","1","1"
"1765","2015","Visual","1","0","1"
"1622","2015","Visual","6","2","8"
"2505","2015","Visual","0","1","1"
"1628","2015","Visual","2","1","3"
"2899","2015","Visual","11","5","16"
"1441","2015","Visual","1","2","3"
"2291","2015","Visual","1","0","1"
"1755","2015","Visual","2","1","3"
"1792","2015","Visual","1","0","1"
"1342","2015","Visual","0","1","1"
"2839","2015","Visual","1","0","1"
"1422","2015","Visual","2","2","4"
"2748","2015","Visual","2","0","2"
"1367","2015","Visual","0","1","1"
"2293","2015","Visual","0","1","1"
"1641","2015","Visual","2","0","2"
"1774","2015","Visual","3","1","4"
"1672","2015","Visual","1","1","2"
"2674","2015","Visual","0","1","1"
"1462","2015","Visual","3","0","3"
"2764","2015","Visual","1","1","2"
"1423","2015","Visual","2","1","3"
"2368","2015","Visual","0","1","1"
"1769","2015","Visual","8","8","16"
"1840","2015","Visual","1","0","1"
"1343","2015","Visual","9","8","17"
"2722","2015","Visual","2","1","3"
"1390","2015","Visual","1","0","1"
"2662","2015","Visual","4","1","5"
"1369","2015","Visual","0","2","2"
"2400","2015","Visual","0","1","1"
"1655","2015","Visual","1","0","1"
"1849","2015","Visual","40","19","59"
"1583","2015","Visual","0","1","1"
"2807","2015","Visual","1","0","1"
"1661","2015","Visual","0","2","2"
"2631","2015","Visual","3","4","7"
"1432","2015","Visual","1","0","1"
"2527","2015","Visual","9","0","9"
"1869","2015","Visual","2","0","2"
"1808","2015","Visual","1","0","1"
"1445","2015","Visual","3","2","5"
"2939","2015","Visual","1","0","1"
"1431","2015","Visual","1","0","1"
"3082","2015","Visual","1","0","1"
"1420","2015","Visual","4","4","8"
"2441","2015","Visual","1","0","1"
"1532","2015","Visual","0","1","1"
"1806","2015","Visual","6","2","8"
"1856","2015","Visual","2","1","3"
"2958","2015","Visual","1","1","2"
"1662","2015","Visual","0","1","1"
"3217","2015","Visual","0","1","1"
"1564","2015","Visual","1","0","1"
"2759","2015","Visual","1","0","1"
"1904","2015","Visual","1","1","2"
"1874","2015","Visual","1","0","1"
"1579","2015","Visual","1","1","2"
"3038","2015","Visual","1","0","1"
"1449","2015","Visual","3","2","5"
"3284","2015","Visual","0","1","1"
"1485","2015","Visual","0","1","1"
"2984","2015","Visual","1","1","2"
"1707","2015","Visual","1","0","1"
"1924","2015","Visual","2","0","2"
"1790","2015","Visual","9","7","16"
"3057","2015","Visual","2","0","2"
"1595","2015","Visual","1","0","1"
"3332","2015","Visual","0","1","1"
"1598","2015","Visual","0","1","1"
"3011","2015","Visual","0","1","1"
"1905","2015","Visual","15","25","40"
"1926","2015","Visual","5","4","9"
"1611","2015","Visual","1","1","2"
"3058","2015","Visual","1","1","2"
"1513","2015","Visual","3","4","7"
"3635","2015","Visual","1","0","1"
"1787","2015","Visual","2","1","3"
"2641","2015","Visual","4","0","4"
"1725","2015","Visual","1","0","1"
"2235","2015","Visual","2","0","2"
"1958","2015","Visual","0","5","5"
"3139","2015","Visual","0","1","1"
"1644","2015","Visual","0","1","1"
"3583","2015","Visual","1","0","1"
"1732","2015","Visual","1","0","1"
"2675","2015","Visual","4","6","10"
"1922","2015","Visual","2","0","2"
"2433","2015","Visual","0","1","1"
"1609","2015","Visual","3","0","3"
"3073","2015","Visual","0","1","1"
"1515","2015","Visual","0","2","2"
"3699","2015","Visual","5","0","5"
"1752","2015","Visual","1","0","1"
"2691","2015","Visual","0","1","1"
"1766","2015","Visual","1","1","2"
"2753","2015","Visual","0","1","1"
"2174","2015","Visual","1","0","1"
"3074","2015","Visual","1","0","1"
"1862","2015","Visual","1","0","1"
"3817","2015","Visual","1","0","1"
"1739","2015","Visual","2","1","3"
"2859","2015","Visual","7","1","8"
"1936","2015","Visual","0","2","2"
"2610","2015","Visual","3","5","8"
"1677","2015","Visual","0","2","2"
"3090","2015","Visual","1","0","1"
"1833","2015","Visual","1","1","2"
"3849","2015","Visual","1","0","1"
"1718","2015","Visual","1","0","1"
"3054","2015","Visual","1","0","1"
"1789","2015","Visual","0","1","1"
"2651","2015","Visual","6","12","18"
"2176","2015","Visual","1","0","1"
"3222","2015","Visual","1","2","3"
"1963","2015","Visual","3","3","6"
"3800","2015","Visual","1","1","2"
"1816","2015","Visual","0","1","1"
"3268","2015","Visual","8","1","9"
